,temp,rain,doy,datetime
2007-06-14 00:00:00,3.526,0.5,165.0,2007-06-14 00:00:00
2007-06-14 00:57:36,3.427,0.0,165.04,2007-06-14 00:57:36
2007-06-14 01:55:12,4.535,0.0,165.08,2007-06-14 01:55:12
2007-06-14 02:52:48,3.891,0.0,165.12,2007-06-14 02:52:48
2007-06-14 04:04:48,4.283,0.0,165.17,2007-06-14 04:04:48
2007-06-14 05:02:24,4.093,0.0,165.21,2007-06-14 05:02:24
2007-06-14 06:00:00,4.526,0.0,165.25,2007-06-14 06:00:00
2007-06-14 06:57:36,6.041,0.0,165.29,2007-06-14 06:57:36
2007-06-14 07:55:12,7.84,0.0,165.33,2007-06-14 07:55:12
2007-06-14 09:07:12,8.48,0.0,165.38,2007-06-14 09:07:12
2007-06-14 10:04:48,9.23,0.0,165.42,2007-06-14 10:04:48
2007-06-14 11:02:24,10.6,0.0,165.46,2007-06-14 11:02:24
2007-06-14 12:00:00,9.31,0.0,165.5,2007-06-14 12:00:00
2007-06-14 12:57:36,11.03,0.0,165.54,2007-06-14 12:57:36
2007-06-14 13:55:12,10.57,0.0,165.58,2007-06-14 13:55:12
2007-06-14 14:52:48,9.99,0.0,165.62,2007-06-14 14:52:48
2007-06-14 16:04:48,9.46,0.0,165.67,2007-06-14 16:04:48
2007-06-14 17:02:24,9.23,0.1,165.71,2007-06-14 17:02:24
2007-06-14 18:00:00,9.46,0.0,165.75,2007-06-14 18:00:00
2007-06-14 18:57:36,7.67,0.0,165.79,2007-06-14 18:57:36
2007-06-14 19:55:12,8.28,0.0,165.83,2007-06-14 19:55:12
2007-06-14 21:07:12,7.99,0.1,165.88,2007-06-14 21:07:12
2007-06-14 22:04:48,5.374,0.2,165.92,2007-06-14 22:04:48
2007-06-14 23:02:24,4.364,0.9,165.96,2007-06-14 23:02:24
2007-06-15 00:00:00,5.817,0.0,166.0,2007-06-15 00:00:00
2007-06-15 00:57:36,7.72,0.0,166.04,2007-06-15 00:57:36
2007-06-15 01:55:12,6.027,0.0,166.08,2007-06-15 01:55:12
2007-06-15 02:52:48,5.522,0.2,166.12,2007-06-15 02:52:48
2007-06-15 04:04:48,5.861,1.2,166.17,2007-06-15 04:04:48
2007-06-15 05:02:24,4.789,3.5,166.21,2007-06-15 05:02:24
2007-06-15 06:00:00,4.772,1.4,166.25,2007-06-15 06:00:00
2007-06-15 06:57:36,3.544,1.7,166.29,2007-06-15 06:57:36
2007-06-15 07:55:12,5.618,0.2,166.33,2007-06-15 07:55:12
2007-06-15 09:07:12,6.266,0.9,166.38,2007-06-15 09:07:12
2007-06-15 10:04:48,3.999,1.6,166.42,2007-06-15 10:04:48
2007-06-15 11:02:24,4.1,0.8,166.46,2007-06-15 11:02:24
2007-06-15 12:00:00,3.871,3.1,166.5,2007-06-15 12:00:00
2007-06-15 12:57:36,2.507,4.9,166.54,2007-06-15 12:57:36
2007-06-15 13:55:12,2.347,4.9,166.58,2007-06-15 13:55:12
2007-06-15 14:52:48,2.214,0.2,166.62,2007-06-15 14:52:48
2007-06-15 16:04:48,3.307,0.1,166.67,2007-06-15 16:04:48
2007-06-15 17:02:24,3.672,0.0,166.71,2007-06-15 17:02:24
2007-06-15 18:00:00,5.725,0.0,166.75,2007-06-15 18:00:00
2007-06-15 18:57:36,2.707,0.0,166.79,2007-06-15 18:57:36
2007-06-15 19:55:12,1.93,0.0,166.83,2007-06-15 19:55:12
2007-06-15 21:07:12,1.93,0.0,166.88,2007-06-15 21:07:12
2007-06-15 22:04:48,1.595,0.0,166.92,2007-06-15 22:04:48
2007-06-15 23:02:24,1.205,0.0,166.96,2007-06-15 23:02:24
2007-06-16 00:00:00,1.087,0.0,167.0,2007-06-16 00:00:00
2007-06-16 00:57:36,1.017,0.0,167.04,2007-06-16 00:57:36
2007-06-16 01:55:12,0.598,0.0,167.08,2007-06-16 01:55:12
2007-06-16 02:52:48,0.782,0.0,167.12,2007-06-16 02:52:48
2007-06-16 04:04:48,-0.165,0.0,167.17,2007-06-16 04:04:48
2007-06-16 05:02:24,-0.523,0.0,167.21,2007-06-16 05:02:24
2007-06-16 06:00:00,0.36,0.0,167.25,2007-06-16 06:00:00
2007-06-16 06:57:36,1.334,0.0,167.29,2007-06-16 06:57:36
2007-06-16 07:55:12,2.138,0.0,167.33,2007-06-16 07:55:12
2007-06-16 09:07:12,2.185,0.0,167.38,2007-06-16 09:07:12
2007-06-16 10:04:48,3.995,0.0,167.42,2007-06-16 10:04:48
2007-06-16 11:02:24,5.536,0.0,167.46,2007-06-16 11:02:24
2007-06-16 12:00:00,7.37,0.0,167.5,2007-06-16 12:00:00
2007-06-16 12:57:36,7.8,0.0,167.54,2007-06-16 12:57:36
2007-06-16 13:55:12,8.49,0.0,167.58,2007-06-16 13:55:12
2007-06-16 14:52:48,8.36,0.0,167.62,2007-06-16 14:52:48
2007-06-16 16:04:48,9.0,0.0,167.67,2007-06-16 16:04:48
2007-06-16 17:02:24,9.36,0.0,167.71,2007-06-16 17:02:24
2007-06-16 18:00:00,8.51,0.0,167.75,2007-06-16 18:00:00
2007-06-16 18:57:36,7.12,0.0,167.79,2007-06-16 18:57:36
2007-06-16 19:55:12,5.733,0.0,167.83,2007-06-16 19:55:12
2007-06-16 21:07:12,4.852,0.0,167.88,2007-06-16 21:07:12
2007-06-16 22:04:48,4.077,0.0,167.92,2007-06-16 22:04:48
2007-06-16 23:02:24,2.896,0.0,167.96,2007-06-16 23:02:24
2007-06-17 00:00:00,3.943,0.0,168.0,2007-06-17 00:00:00
2007-06-17 00:57:36,3.542,0.0,168.04,2007-06-17 00:57:36
2007-06-17 01:55:12,1.993,0.0,168.08,2007-06-17 01:55:12
2007-06-17 02:52:48,1.185,0.0,168.12,2007-06-17 02:52:48
2007-06-17 04:04:48,1.117,0.0,168.17,2007-06-17 04:04:48
2007-06-17 05:02:24,0.904,0.0,168.21,2007-06-17 05:02:24
2007-06-17 06:00:00,1.395,0.0,168.25,2007-06-17 06:00:00
2007-06-17 06:57:36,2.822,0.0,168.29,2007-06-17 06:57:36
2007-06-17 07:55:12,5.506,0.0,168.33,2007-06-17 07:55:12
2007-06-17 09:07:12,6.614,0.0,168.38,2007-06-17 09:07:12
2007-06-17 10:04:48,7.87,0.0,168.42,2007-06-17 10:04:48
2007-06-17 11:02:24,9.14,0.0,168.46,2007-06-17 11:02:24
2007-06-17 12:00:00,9.45,0.0,168.5,2007-06-17 12:00:00
2007-06-17 12:57:36,9.28,0.0,168.54,2007-06-17 12:57:36
2007-06-17 13:55:12,10.5,0.0,168.58,2007-06-17 13:55:12
2007-06-17 14:52:48,9.32,0.0,168.62,2007-06-17 14:52:48
2007-06-17 16:04:48,7.95,0.0,168.67,2007-06-17 16:04:48
2007-06-17 17:02:24,7.95,0.0,168.71,2007-06-17 17:02:24
2007-06-17 18:00:00,6.689,0.0,168.75,2007-06-17 18:00:00
2007-06-17 18:57:36,5.87,0.4,168.79,2007-06-17 18:57:36
2007-06-17 19:55:12,4.992,0.4,168.83,2007-06-17 19:55:12
2007-06-17 21:07:12,5.054,0.0,168.88,2007-06-17 21:07:12
2007-06-17 22:04:48,7.66,0.0,168.92,2007-06-17 22:04:48
2007-06-17 23:02:24,7.68,0.0,168.96,2007-06-17 23:02:24
2007-06-18 00:00:00,7.8,0.0,169.0,2007-06-18 00:00:00
2007-06-18 00:57:36,6.597,1.4,169.04,2007-06-18 00:57:36
2007-06-18 01:55:12,4.21,0.5,169.08,2007-06-18 01:55:12
2007-06-18 02:52:48,5.176,0.2,169.12,2007-06-18 02:52:48
2007-06-18 04:04:48,5.963,0.0,169.17,2007-06-18 04:04:48
2007-06-18 05:02:24,5.038,0.0,169.21,2007-06-18 05:02:24
2007-06-18 06:00:00,3.81,0.1,169.25,2007-06-18 06:00:00
2007-06-18 06:57:36,6.31,0.0,169.29,2007-06-18 06:57:36
2007-06-18 07:55:12,7.66,0.0,169.33,2007-06-18 07:55:12
2007-06-18 09:07:12,9.07,0.0,169.38,2007-06-18 09:07:12
2007-06-18 10:04:48,10.04,0.0,169.42,2007-06-18 10:04:48
2007-06-18 11:02:24,10.58,0.0,169.46,2007-06-18 11:02:24
2007-06-18 12:00:00,11.45,0.0,169.5,2007-06-18 12:00:00
2007-06-18 12:57:36,12.34,0.0,169.54,2007-06-18 12:57:36
2007-06-18 13:55:12,11.2,0.0,169.58,2007-06-18 13:55:12
2007-06-18 14:52:48,11.26,0.0,169.62,2007-06-18 14:52:48
2007-06-18 16:04:48,11.64,0.0,169.67,2007-06-18 16:04:48
2007-06-18 17:02:24,11.21,0.0,169.71,2007-06-18 17:02:24
2007-06-18 18:00:00,10.27,0.0,169.75,2007-06-18 18:00:00
2007-06-18 18:57:36,10.21,0.0,169.79,2007-06-18 18:57:36
2007-06-18 19:55:12,9.03,0.0,169.83,2007-06-18 19:55:12
2007-06-18 21:07:12,9.34,0.0,169.88,2007-06-18 21:07:12
2007-06-18 22:04:48,7.99,0.0,169.92,2007-06-18 22:04:48
2007-06-18 23:02:24,8.08,0.0,169.96,2007-06-18 23:02:24
2007-06-19 00:00:00,7.5,0.0,170.0,2007-06-19 00:00:00
2007-06-19 00:57:36,8.36,0.0,170.04,2007-06-19 00:57:36
2007-06-19 01:55:12,7.8,0.0,170.08,2007-06-19 01:55:12
2007-06-19 02:52:48,5.629,0.0,170.12,2007-06-19 02:52:48
2007-06-19 04:04:48,6.462,0.0,170.17,2007-06-19 04:04:48
2007-06-19 05:02:24,4.465,0.0,170.21,2007-06-19 05:02:24
2007-06-19 06:00:00,4.385,0.0,170.25,2007-06-19 06:00:00
2007-06-19 06:57:36,6.69,0.0,170.29,2007-06-19 06:57:36
2007-06-19 07:55:12,7.2,0.0,170.33,2007-06-19 07:55:12
2007-06-19 09:07:12,8.46,0.0,170.38,2007-06-19 09:07:12
2007-06-19 10:04:48,11.14,0.0,170.42,2007-06-19 10:04:48
2007-06-19 11:02:24,12.45,0.0,170.46,2007-06-19 11:02:24
2007-06-19 12:00:00,12.88,0.0,170.5,2007-06-19 12:00:00
2007-06-19 12:57:36,12.97,0.0,170.54,2007-06-19 12:57:36
2007-06-19 13:55:12,14.82,0.0,170.58,2007-06-19 13:55:12
2007-06-19 14:52:48,15.13,0.0,170.62,2007-06-19 14:52:48
2007-06-19 16:04:48,15.36,0.0,170.67,2007-06-19 16:04:48
2007-06-19 17:02:24,14.11,0.0,170.71,2007-06-19 17:02:24
2007-06-19 18:00:00,13.53,0.0,170.75,2007-06-19 18:00:00
2007-06-19 18:57:36,13.19,0.0,170.79,2007-06-19 18:57:36
2007-06-19 19:55:12,12.37,0.0,170.83,2007-06-19 19:55:12
2007-06-19 21:07:12,12.37,0.0,170.88,2007-06-19 21:07:12
2007-06-19 22:04:48,12.15,0.0,170.92,2007-06-19 22:04:48
2007-06-19 23:02:24,12.43,0.0,170.96,2007-06-19 23:02:24
2007-06-20 00:00:00,12.01,0.0,171.0,2007-06-20 00:00:00
2007-06-20 00:57:36,11.8,0.0,171.04,2007-06-20 00:57:36
2007-06-20 01:55:12,11.4,0.0,171.08,2007-06-20 01:55:12
2007-06-20 02:52:48,10.7,0.0,171.12,2007-06-20 02:52:48
2007-06-20 04:04:48,8.65,0.0,171.17,2007-06-20 04:04:48
2007-06-20 05:02:24,6.699,0.0,171.21,2007-06-20 05:02:24
2007-06-20 06:00:00,6.855,0.0,171.25,2007-06-20 06:00:00
2007-06-20 06:57:36,7.35,0.0,171.29,2007-06-20 06:57:36
2007-06-20 07:55:12,9.33,0.0,171.33,2007-06-20 07:55:12
2007-06-20 09:07:12,10.46,0.0,171.38,2007-06-20 09:07:12
2007-06-20 10:04:48,10.79,0.0,171.42,2007-06-20 10:04:48
2007-06-20 11:02:24,12.94,0.0,171.46,2007-06-20 11:02:24
2007-06-20 12:00:00,15.39,0.0,171.5,2007-06-20 12:00:00
2007-06-20 12:57:36,15.5,0.0,171.54,2007-06-20 12:57:36
2007-06-20 13:55:12,13.65,0.0,171.58,2007-06-20 13:55:12
2007-06-20 14:52:48,13.98,0.0,171.62,2007-06-20 14:52:48
2007-06-20 16:04:48,14.85,0.0,171.67,2007-06-20 16:04:48
2007-06-20 17:02:24,12.77,0.1,171.71,2007-06-20 17:02:24
2007-06-20 18:00:00,11.54,0.4,171.75,2007-06-20 18:00:00
2007-06-20 18:57:36,5.552,5.9,171.79,2007-06-20 18:57:36
2007-06-20 19:55:12,7.5,0.0,171.83,2007-06-20 19:55:12
2007-06-20 21:07:12,7.24,0.0,171.88,2007-06-20 21:07:12
2007-06-20 22:04:48,8.94,0.0,171.92,2007-06-20 22:04:48
2007-06-20 23:02:24,10.97,0.0,171.96,2007-06-20 23:02:24
2007-06-21 00:00:00,11.69,0.0,172.0,2007-06-21 00:00:00
2007-06-21 00:57:36,11.19,0.0,172.04,2007-06-21 00:57:36
2007-06-21 01:55:12,10.71,0.0,172.08,2007-06-21 01:55:12
2007-06-21 02:52:48,10.22,0.0,172.12,2007-06-21 02:52:48
2007-06-21 04:04:48,10.99,0.0,172.17,2007-06-21 04:04:48
2007-06-21 05:02:24,9.41,0.0,172.21,2007-06-21 05:02:24
2007-06-21 06:00:00,11.19,0.0,172.25,2007-06-21 06:00:00
2007-06-21 06:57:36,10.88,0.0,172.29,2007-06-21 06:57:36
2007-06-21 07:55:12,10.36,0.0,172.33,2007-06-21 07:55:12
2007-06-21 09:07:12,11.81,0.0,172.38,2007-06-21 09:07:12
2007-06-21 10:04:48,4.626,3.5,172.42,2007-06-21 10:04:48
2007-06-21 11:02:24,7.3,0.5,172.46,2007-06-21 11:02:24
2007-06-21 12:00:00,9.83,0.0,172.5,2007-06-21 12:00:00
2007-06-21 12:57:36,10.8,0.0,172.54,2007-06-21 12:57:36
2007-06-21 13:55:12,11.24,0.0,172.58,2007-06-21 13:55:12
2007-06-21 14:52:48,12.16,0.0,172.62,2007-06-21 14:52:48
2007-06-21 16:04:48,12.06,0.0,172.67,2007-06-21 16:04:48
2007-06-21 17:02:24,11.56,0.0,172.71,2007-06-21 17:02:24
2007-06-21 18:00:00,10.73,0.0,172.75,2007-06-21 18:00:00
2007-06-21 18:57:36,9.21,0.0,172.79,2007-06-21 18:57:36
2007-06-21 19:55:12,7.17,0.0,172.83,2007-06-21 19:55:12
2007-06-21 21:07:12,6.248,0.0,172.88,2007-06-21 21:07:12
2007-06-21 22:04:48,5.342,0.0,172.92,2007-06-21 22:04:48
2007-06-21 23:02:24,4.528,0.0,172.96,2007-06-21 23:02:24
2007-06-22 00:00:00,5.231,0.0,173.0,2007-06-22 00:00:00
2007-06-22 00:57:36,4.585,0.0,173.04,2007-06-22 00:57:36
2007-06-22 01:55:12,3.84,0.0,173.08,2007-06-22 01:55:12
2007-06-22 02:52:48,6.069,0.0,173.12,2007-06-22 02:52:48
2007-06-22 04:04:48,8.08,0.0,173.17,2007-06-22 04:04:48
